MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,LotConfig,LandSlope,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitchen,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MiscFeature,SalePrice
RL,78.0,10264,Pave,IR1,AllPub,Inside,Gtl,7,1999,1999,Gable,Gd,PConc,Gd,1588.0,GasA,Ex,Y,SBrkr,1588,0,1588,0.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,158,29,0,0,,,,214000.0
RL,73.0,10921,Pave,Reg,AllPub,Inside,Gtl,4,1965,1965,Hip,TA,CBlock,TA,960.0,GasA,TA,Y,FuseF,960,0,960,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,120,0,0,0,,,,94750.0
RL,85.0,10625,Pave,Reg,AllPub,Corner,Gtl,5,1920,1950,Gable,TA,BrkTil,TA,458.0,GasA,Fa,N,SBrkr,835,0,835,0.0,0.0,1,0,2,1,TA,5,0,,Basment,1.0,Fa,0,0,77,0,,,Shed,83000.0
RL,77.0,9320,Pave,IR1,AllPub,Inside,Gtl,4,1959,1959,Gable,TA,CBlock,TA,950.0,GasA,Fa,Y,SBrkr,1225,0,1225,1.0,0.0,1,1,3,1,TA,6,0,,,0.0,,352,0,0,0,,,Shed,128950.0
RL,,10603,Pave,IR1,AllPub,Inside,Gtl,6,1977,2001,Gable,TA,PConc,TA,1610.0,GasA,Gd,Y,SBrkr,1610,0,1610,1.0,0.0,2,0,3,1,Gd,6,2,TA,Attchd,2.0,TA,168,68,0,0,,,,205000.0
RL,77.0,9206,Pave,Reg,AllPub,Inside,Gtl,6,1985,1985,Gable,Gd,CBlock,Gd,741.0,GasA,TA,Y,SBrkr,977,755,1732,0.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,2.0,TA,192,46,0,0,,,,178000.0
RL,64.0,7018,Pave,Reg,AllPub,Inside,Gtl,5,1979,1979,Gable,TA,Slab,,0.0,GasA,TA,Y,SBrkr,1535,0,1535,0.0,0.0,2,0,4,2,TA,8,0,,Attchd,2.0,TA,0,0,0,0,,,,118964.0
RL,94.0,10402,Pave,IR1,AllPub,Corner,Gtl,7,2009,2009,Gable,TA,PConc,Gd,1226.0,GasA,Ex,Y,SBrkr,1226,0,1226,0.0,0.0,2,0,3,1,Gd,6,0,,Attchd,3.0,TA,0,36,0,0,,,,198900.0
RM,,7758,Pave,Reg,AllPub,Corner,Gtl,7,1931,1950,Gable,TA,PConc,TA,1040.0,GasA,Ex,Y,FuseF,1226,592,1818,0.0,0.0,1,1,4,1,TA,7,2,TA,Detchd,1.0,TA,0,0,0,0,,,,169500.0
FV,75.0,9375,Pave,Reg,AllPub,Inside,Gtl,8,2003,2004,Hip,Gd,PConc,Ex,1053.0,GasA,Ex,Y,SBrkr,1053,939,1992,0.0,0.0,2,1,3,1,Gd,9,1,Gd,Attchd,2.0,TA,140,45,0,0,,,,250000.0
RM,60.0,10800,Pave,Reg,AllPub,Inside,Gtl,4,1885,1995,Mansard,TA,BrkTil,Fa,641.0,GasA,Gd,Y,SBrkr,1047,0,1047,0.0,0.0,1,0,2,1,TA,6,0,,Detchd,1.0,Fa,0,0,0,0,,,Shed,100000.0
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,5,1948,1950,Gable,TA,CBlock,TA,789.0,GasA,Ex,Y,SBrkr,789,0,789,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,,,115000.0
RM,85.0,8500,Pave,Reg,AllPub,Corner,Gtl,5,1919,2005,Gable,TA,CBlock,TA,793.0,GasW,TA,N,FuseF,997,520,1517,0.0,0.0,2,0,3,1,Fa,7,0,,,0.0,,0,0,144,0,,,,115000.0
RL,105.0,11751,Pave,IR1,AllPub,Inside,Gtl,6,1977,1977,Hip,TA,CBlock,Gd,1844.0,GasA,Ex,Y,SBrkr,1844,0,1844,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,2.0,TA,0,122,0,0,,MnPrv,,190000.0
RL,75.0,9525,Pave,Reg,AllPub,Inside,Gtl,6,1954,1972,Gable,TA,CBlock,TA,994.0,GasA,Gd,Y,SBrkr,1216,639,1855,0.0,0.0,2,0,4,1,TA,7,0,,Attchd,1.0,TA,182,0,0,0,,,,136900.0
RL,,7750,Pave,IR1,AllPub,Inside,Gtl,7,2000,2000,Gable,TA,PConc,Gd,384.0,GasA,Ex,Y,SBrkr,774,656,1430,0.0,0.0,2,1,3,1,TA,7,1,TA,BuiltIn,2.0,TA,180,0,0,0,,,,180000.0
RL,77.0,9965,Pave,Reg,AllPub,Inside,Gtl,7,2007,2007,Gable,Gd,PConc,Ex,1264.0,GasA,Ex,Y,SBrkr,1282,1414,2696,1.0,0.0,2,1,4,1,Ex,10,1,Gd,BuiltIn,3.0,TA,120,184,0,0,,,,383970.0
RL,,21000,Pave,Reg,AllPub,Corner,Gtl,6,1953,1953,Hip,TA,CBlock,Gd,1809.0,GasA,TA,Y,SBrkr,2259,0,2259,1.0,0.0,2,0,3,1,Gd,7,2,Gd,Basment,2.0,TA,166,120,192,0,,MnPrv,,217000.0
RL,61.0,7259,Pave,IR1,AllPub,Inside,Mod,6,1945,2002,Gambrel,TA,CBlock,TA,1028.0,GasA,Ex,Y,SBrkr,1436,884,2320,1.0,0.0,2,1,3,1,Gd,9,1,TA,Detchd,1.0,TA,224,0,0,0,,MnPrv,,259500.0
FV,34.0,3230,Pave,Reg,AllPub,Corner,Gtl,6,1999,1999,Gable,TA,PConc,Gd,729.0,GasA,Gd,Y,SBrkr,729,729,1458,0.0,0.0,2,1,2,1,TA,5,1,Fa,Detchd,2.0,TA,0,32,0,0,,,,176000.0
RL,,11616,Pave,Reg,AllPub,Inside,Gtl,5,1962,1962,Gable,TA,CBlock,TA,1092.0,GasA,TA,Y,SBrkr,1092,0,1092,0.0,1.0,1,0,3,1,TA,6,1,Po,Attchd,1.0,TA,0,20,144,0,,,,139000.0
RL,74.0,8536,Pave,Reg,AllPub,Corner,Gtl,5,2006,2007,Gable,TA,PConc,Gd,1125.0,GasA,Gd,Y,SBrkr,1125,0,1125,0.0,0.0,1,1,2,1,TA,5,0,,Attchd,2.0,TA,80,64,0,0,,,,155000.0
RL,90.0,12376,Pave,Reg,AllPub,Corner,Gtl,7,1990,1990,Hip,TA,PConc,Gd,1673.0,GasA,Gd,Y,SBrkr,1699,1523,3222,1.0,0.0,3,0,5,1,Gd,11,2,TA,Attchd,3.0,TA,367,0,0,0,,,,320000.0
RL,65.0,8461,Pave,Reg,AllPub,Inside,Gtl,6,2005,2006,Gable,Gd,PConc,Gd,728.0,GasA,Ex,Y,SBrkr,728,728,1456,0.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,2.0,TA,0,24,0,0,,,,163990.0
RL,,21453,Pave,IR1,AllPub,CulDSac,Sev,6,1969,1969,Flat,TA,CBlock,TA,938.0,GasA,Ex,Y,SBrkr,988,0,988,1.0,0.0,1,0,1,1,TA,4,2,TA,Attchd,2.0,TA,0,130,0,0,,,,180000.0
RM,50.0,6060,Pave,Reg,AllPub,Inside,Gtl,4,1939,1950,Gable,TA,PConc,TA,732.0,GasA,Gd,Y,SBrkr,772,351,1123,0.0,0.0,1,0,3,1,TA,4,0,,Detchd,1.0,TA,0,0,140,0,,MnPrv,,100000.0
RL,75.0,9464,Pave,Reg,AllPub,Corner,Gtl,6,1958,1958,Hip,TA,CBlock,TA,1080.0,GasA,Gd,Y,SBrkr,1080,0,1080,0.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,136000.0
RL,55.0,7892,Pave,Reg,AllPub,Inside,Gtl,6,1993,1993,Gable,Gd,PConc,Gd,1199.0,GasA,Ex,Y,SBrkr,1199,0,1199,0.0,0.0,2,0,2,1,Gd,5,0,,Attchd,2.0,TA,0,63,0,0,,,,153900.0
RL,48.0,17043,Pave,IR1,AllPub,CulDSac,Gtl,6,1979,1998,Gable,TA,CBlock,Gd,1362.0,GasA,TA,Y,SBrkr,1586,0,1586,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,2.0,TA,192,0,0,0,,,,181000.0
RM,60.0,6780,Pave,Reg,AllPub,Inside,Gtl,6,1935,1982,Gable,TA,CBlock,TA,520.0,GasA,Gd,N,SBrkr,520,0,754,1.0,0.0,1,0,2,1,TA,5,0,,,0.0,,53,0,0,0,,,,84500.0
RL,,4928,Pave,IR1,AllPub,Inside,Gtl,6,1976,1976,Gable,TA,CBlock,Gd,1078.0,GasA,TA,Y,SBrkr,958,0,958,0.0,0.0,2,0,2,1,TA,5,1,TA,Attchd,2.0,TA,0,205,0,0,,,,128000.0
RM,55.0,4388,Pave,IR1,AllPub,Inside,Gtl,5,1930,1950,Gable,TA,BrkTil,TA,672.0,GasA,Ex,Y,SBrkr,840,0,840,0.0,0.0,1,0,3,1,TA,5,1,TA,,0.0,,0,0,0,0,,,,87000.0
RL,69.0,7590,Pave,Reg,AllPub,Inside,Gtl,6,1966,1966,Gable,TA,CBlock,TA,660.0,GasA,TA,Y,SBrkr,660,688,1348,0.0,0.0,1,1,3,1,TA,6,1,Fa,Attchd,2.0,TA,188,108,0,0,,,,155000.0
RL,69.0,8973,Pave,Reg,AllPub,Inside,Gtl,5,1958,1991,Gable,TA,CBlock,TA,1008.0,GasA,TA,Y,FuseA,1053,0,1053,0.0,1.0,1,1,3,1,Ex,6,0,,2Types,2.0,TA,0,80,0,0,,MnWw,,150000.0
RL,88.0,14200,Pave,Reg,AllPub,Corner,Gtl,7,1966,1966,Gable,TA,CBlock,TA,924.0,GasA,Ex,Y,SBrkr,1216,941,2157,0.0,0.0,2,1,4,1,Gd,8,2,Gd,Attchd,2.0,TA,105,66,0,0,,GdPrv,,226000.0
RL,,12224,Pave,IR1,AllPub,Corner,Gtl,6,2000,2000,Gable,Gd,PConc,Gd,992.0,GasA,Ex,Y,SBrkr,1022,1032,2054,1.0,0.0,2,1,3,1,Gd,7,1,TA,BuiltIn,2.0,TA,24,48,0,0,,,,244000.0
RL,75.0,7388,Pave,Reg,AllPub,Corner,Gtl,5,1959,2002,Gable,TA,CBlock,TA,1063.0,GasA,Gd,Y,SBrkr,1327,0,1327,1.0,0.0,1,0,3,1,Gd,7,0,,Detchd,2.0,TA,0,0,0,0,,,,150750.0
RL,,6853,Pave,IR1,AllPub,Inside,Gtl,8,2001,2002,Gable,Gd,PConc,Ex,1267.0,GasA,Ex,Y,SBrkr,1296,0,1296,1.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,192,25,0,0,,,,220000.0
RL,78.0,10335,Pave,IR1,AllPub,Inside,Gtl,5,1968,1993,Gable,TA,CBlock,TA,1461.0,GasA,Gd,Y,SBrkr,1721,0,1721,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,2.0,TA,0,96,180,0,,MnPrv,,180000.0
RL,80.0,10400,Pave,Reg,AllPub,Inside,Gtl,7,1970,1970,Hip,TA,PConc,TA,1304.0,GasA,Gd,Y,SBrkr,1682,0,1682,0.0,0.0,2,0,3,1,TA,7,1,Gd,Attchd,2.0,TA,98,0,0,0,,MnPrv,,174000.0
RL,,10355,Pave,IR1,AllPub,Corner,Gtl,5,1967,1967,Gable,TA,CBlock,TA,1214.0,GasA,TA,Y,SBrkr,1214,0,1214,0.0,0.0,2,0,3,1,TA,5,1,Fa,Attchd,1.0,TA,0,111,0,0,,,,143000.0
RL,82.0,11070,Pave,Reg,AllPub,Inside,Gtl,7,1988,1989,Gable,TA,CBlock,TA,1907.0,GasA,Gd,Y,SBrkr,1959,0,1959,0.0,0.0,3,0,5,2,TA,9,0,,2Types,3.0,TA,0,0,0,0,,,,171000.0
RL,73.0,9066,Pave,IR1,AllPub,Inside,Gtl,8,1999,2000,Gable,Gd,PConc,Gd,1004.0,GasA,Ex,Y,SBrkr,1004,848,1852,0.0,0.0,2,1,3,1,Gd,7,2,TA,Attchd,3.0,TA,224,106,0,0,,GdPrv,,230000.0
RL,65.0,15426,Pave,IR1,AllPub,Inside,Gtl,6,1997,1997,Gable,TA,PConc,Gd,928.0,GasA,Ex,Y,SBrkr,928,836,1764,1.0,0.0,2,1,3,1,Gd,7,0,,Attchd,2.0,TA,276,99,0,0,,MnPrv,,231500.0
RL,70.0,10500,Pave,Reg,AllPub,FR2,Gtl,4,1971,1971,Gable,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,864,0,864,0.0,0.0,1,0,3,1,TA,5,1,Po,,0.0,,0,0,0,0,,,,115000.0
RL,78.0,11645,Pave,Reg,AllPub,Inside,Gtl,7,2005,2005,Gable,Gd,PConc,Gd,1734.0,GasA,Ex,Y,SBrkr,1734,0,1734,1.0,0.0,2,0,3,1,Gd,7,0,,Attchd,2.0,TA,160,24,0,0,,,,260000.0
RL,71.0,8520,Pave,Reg,AllPub,Corner,Gtl,5,1952,1952,Gable,TA,CBlock,TA,910.0,GasA,Fa,Y,SBrkr,910,475,1385,0.0,0.0,2,0,4,1,TA,6,0,,Detchd,2.0,TA,0,0,0,0,,MnPrv,,166000.0
RL,78.0,10335,Pave,IR1,AllPub,Inside,Gtl,7,1999,1999,Gable,Gd,PConc,Gd,1490.0,GasA,Ex,Y,SBrkr,1501,0,1501,1.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,144,29,0,0,,,,204000.0
RM,70.0,9100,Pave,Reg,AllPub,Inside,Gtl,5,1963,1963,Gable,TA,CBlock,TA,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,1.0,0.0,2,0,6,2,TA,10,0,,Detchd,2.0,TA,0,0,0,0,,,,125000.0
RM,24.0,2522,Pave,Reg,AllPub,Inside,Gtl,6,2004,2006,Gable,Gd,PConc,Gd,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,0.0,2,0,3,1,Gd,7,0,,Detchd,2.0,TA,0,40,0,0,,,,130000.0
RM,51.0,6120,Pave,Reg,AllPub,Corner,Gtl,5,1931,1993,Gable,TA,BrkTil,TA,715.0,GasA,TA,Y,FuseA,875,0,875,1.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,Fa,48,0,0,0,,,,105000.0
RL,,9505,Pave,IR1,AllPub,CulDSac,Gtl,7,2001,2001,Gable,Gd,PConc,Gd,884.0,GasA,Ex,Y,SBrkr,884,1151,2035,0.0,0.0,2,1,3,1,Gd,8,1,Gd,BuiltIn,2.0,TA,144,48,0,0,,,,222500.0
RL,63.0,7500,Pave,Reg,AllPub,Inside,Gtl,7,2004,2005,Gable,TA,PConc,Gd,1080.0,GasA,Ex,Y,SBrkr,1080,0,1080,1.0,0.0,1,0,3,1,Gd,6,0,,,0.0,,0,0,0,0,,,,141000.0
RM,,6240,Pave,Reg,AllPub,Inside,Gtl,5,1936,1950,Gable,TA,BrkTil,Gd,896.0,GasA,Gd,Y,FuseA,896,448,1344,0.0,0.0,1,0,3,1,TA,7,0,,Detchd,1.0,Fa,200,114,0,0,,,,115000.0
RL,120.0,10356,Pave,Reg,AllPub,Corner,Gtl,5,1975,1975,Gable,TA,CBlock,TA,969.0,GasA,TA,Y,SBrkr,969,0,969,0.0,0.0,1,1,3,1,TA,5,0,,Attchd,2.0,TA,0,0,0,0,,MnPrv,,122000.0
RL,107.0,13891,Pave,Reg,AllPub,Inside,Gtl,8,2007,2008,Hip,Gd,PConc,Ex,1710.0,GasA,Ex,Y,SBrkr,1710,0,1710,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,3.0,TA,0,102,0,0,,,,372402.0
RL,,14803,Pave,IR1,AllPub,CulDSac,Gtl,6,1971,1971,Gable,TA,CBlock,TA,825.0,GasA,Gd,Y,SBrkr,1097,896,1993,0.0,0.0,2,1,4,1,TA,8,1,Gd,Attchd,2.0,TA,0,66,0,0,,GdWo,,190000.0
RL,,13500,Pave,Reg,AllPub,Inside,Gtl,6,1960,1975,Flat,TA,CBlock,Gd,1602.0,GasA,Gd,Y,SBrkr,1252,0,1252,1.0,0.0,1,0,1,1,TA,4,1,Gd,Attchd,2.0,TA,409,0,0,0,,,,235000.0
RM,84.0,11340,Pave,Reg,AllPub,Corner,Gtl,6,1923,1950,Gable,TA,BrkTil,TA,1200.0,GasA,TA,Y,FuseA,1200,0,1200,0.0,0.0,1,0,4,1,TA,7,0,,Detchd,1.0,Fa,0,0,228,0,,,,125000.0
RL,60.0,9600,Pave,Reg,AllPub,Corner,Gtl,6,1924,1950,Gable,TA,BrkTil,TA,572.0,Grav,Fa,N,FuseF,572,524,1096,0.0,0.0,1,0,2,1,TA,5,0,,,0.0,,0,8,128,0,,,,79000.0
RL,60.0,7200,Pave,Reg,AllPub,Inside,Gtl,5,1950,1950,Hip,TA,CBlock,,0.0,GasA,TA,Y,FuseF,1040,0,1040,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,TA,0,0,0,0,,,,109500.0
RL,92.0,12003,Pave,Reg,AllPub,Corner,Gtl,8,2009,2010,Gable,Gd,PConc,Ex,774.0,GasA,Ex,Y,SBrkr,774,1194,1968,0.0,0.0,2,1,4,1,Ex,8,1,Gd,BuiltIn,3.0,TA,0,75,0,0,,,,269500.0
FV,100.0,12552,Pave,Reg,AllPub,Corner,Gtl,7,2004,2005,Gable,Gd,PConc,Gd,991.0,GasA,Ex,Y,SBrkr,991,956,1947,0.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,2.0,TA,0,136,0,0,,GdWo,,254900.0
RL,134.0,19378,Pave,IR1,AllPub,Corner,Gtl,7,2005,2006,Gable,Gd,PConc,Gd,1392.0,GasA,Ex,Y,SBrkr,1392,1070,2462,1.0,0.0,2,1,4,1,Gd,9,1,Gd,Attchd,2.0,TA,239,132,0,0,,,,320000.0
RL,,11120,Pave,IR1,AllPub,CulDSac,Gtl,6,1984,1984,Gable,TA,PConc,Gd,1232.0,GasA,TA,Y,SBrkr,1232,0,1232,0.0,0.0,2,0,3,1,TA,6,0,,Attchd,2.0,TA,0,0,0,0,,,,162500.0
RL,110.0,13688,Pave,IR1,AllPub,Inside,Gtl,9,2003,2004,Gable,Gd,PConc,Ex,1572.0,GasA,Ex,Y,SBrkr,1572,1096,2668,1.0,0.0,2,1,3,1,Ex,10,2,Gd,BuiltIn,3.0,TA,400,0,0,0,,,,412500.0
RL,95.0,12182,Pave,Reg,AllPub,Corner,Gtl,7,2005,2005,Gable,Gd,PConc,Gd,1541.0,GasA,Ex,Y,SBrkr,1541,0,1541,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,2.0,TA,0,70,0,0,,,,220000.0
RL,55.0,5500,Pave,Reg,AllPub,Inside,Gtl,4,1956,1956,Gable,TA,CBlock,TA,882.0,GasA,Ex,Y,SBrkr,882,0,882,0.0,0.0,1,0,1,1,TA,4,0,,,0.0,,0,0,0,0,,MnPrv,,103200.0
RM,40.0,5400,Pave,Reg,AllPub,Corner,Gtl,6,1926,2004,Gable,TA,BrkTil,TA,1149.0,GasA,Gd,Y,FuseA,1149,467,1616,0.0,0.0,2,0,3,1,Gd,5,0,,Detchd,1.0,TA,0,0,183,0,,,,152000.0
RL,62.0,10106,Pave,Reg,AllPub,Inside,Gtl,5,1940,1999,Gable,TA,BrkTil,TA,644.0,GasA,Gd,Y,SBrkr,808,547,1355,1.0,0.0,2,0,4,2,TA,6,0,,,0.0,,140,0,0,0,,,,127500.0
RL,,10708,Pave,IR1,AllPub,Inside,Gtl,5,1955,1993,Hip,Gd,CBlock,TA,1617.0,GasA,Ex,Y,FuseA,1867,0,1867,1.0,0.0,1,0,2,1,TA,7,3,Gd,Attchd,1.0,TA,476,0,0,0,,GdWo,,190000.0
RL,86.0,10562,Pave,Reg,AllPub,Inside,Gtl,8,2007,2007,Gable,Gd,PConc,Ex,1582.0,GasA,Ex,Y,SBrkr,1610,551,2161,1.0,0.0,1,1,3,1,Ex,8,1,Gd,Attchd,3.0,TA,178,120,0,0,,,,325624.0
RL,62.0,8244,Pave,IR1,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,840.0,GasA,Ex,Y,SBrkr,840,880,1720,0.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,2.0,TA,100,48,0,0,,,,183500.0
RL,,16669,Pave,IR1,AllPub,Corner,Gtl,8,1981,1981,Hip,Gd,CBlock,Gd,1686.0,GasA,TA,Y,SBrkr,1707,0,1707,0.0,0.0,2,1,2,1,TA,6,1,TA,Attchd,2.0,TA,574,64,0,0,,,,228000.0
RM,,12358,Pave,IR1,AllPub,Inside,Gtl,5,1941,1950,Gable,TA,CBlock,TA,720.0,GasA,TA,Y,SBrkr,854,0,1382,0.0,0.0,1,1,2,1,TA,7,0,,Detchd,2.0,TA,237,0,0,0,,,,128500.0
RL,141.0,31770,Pave,IR1,AllPub,Corner,Gtl,6,1960,1960,Hip,TA,CBlock,TA,1080.0,GasA,Fa,Y,SBrkr,1656,0,1656,1.0,0.0,1,0,3,1,TA,7,2,Gd,Attchd,2.0,TA,210,62,0,0,,,,215000.0
RL,44.0,5306,Pave,IR1,AllPub,Inside,Gtl,7,1987,1987,Gable,Gd,PConc,Gd,1064.0,GasA,Gd,Y,SBrkr,1064,703,1767,1.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,2.0,Gd,441,35,0,0,,,,239000.0
RL,80.0,10197,Pave,IR1,AllPub,Inside,Gtl,6,1961,1961,Gable,TA,CBlock,TA,1362.0,GasA,TA,Y,SBrkr,1362,0,1362,1.0,0.0,1,1,3,1,TA,6,1,TA,Attchd,2.0,TA,0,20,0,0,,,,163000.0
RL,47.0,12416,Pave,IR1,AllPub,Inside,Gtl,6,1986,1986,Gable,TA,CBlock,Gd,1606.0,GasA,TA,Y,SBrkr,1651,0,1651,1.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,2.0,TA,192,0,0,0,,,,184000.0
RL,84.0,12615,Pave,Reg,AllPub,Corner,Gtl,6,1950,2001,Gable,TA,CBlock,TA,1202.0,GasA,TA,Y,SBrkr,2158,0,2158,1.0,0.0,2,0,4,1,Gd,7,1,Gd,Attchd,2.0,TA,0,29,39,0,,MnPrv,,243000.0
RL,97.0,10029,Pave,IR1,AllPub,Corner,Gtl,6,1988,1989,Gable,Gd,PConc,Gd,1151.0,GasA,TA,Y,SBrkr,1164,896,2060,0.0,1.0,2,1,4,1,TA,8,1,TA,Attchd,2.0,TA,0,228,0,0,,,,211000.0
RL,,13650,Pave,Reg,AllPub,Inside,Gtl,5,1958,1958,Gable,Gd,CBlock,TA,1052.0,GasA,Ex,Y,SBrkr,1252,668,1920,1.0,0.0,2,0,4,1,Gd,8,1,Gd,Attchd,2.0,TA,0,0,0,0,,,,172500.0
RL,63.0,17423,Pave,IR1,AllPub,CulDSac,Gtl,9,2008,2009,Hip,Ex,PConc,Ex,2216.0,GasA,Ex,Y,SBrkr,2234,0,2234,1.0,0.0,2,0,1,1,Ex,9,1,Gd,Attchd,3.0,TA,0,60,0,0,,,,501837.0
RM,60.0,8520,Pave,Reg,AllPub,Inside,Gtl,5,1923,2006,Gable,Gd,CBlock,TA,968.0,GasA,TA,Y,SBrkr,968,0,968,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,Fa,0,0,184,0,,,,100000.0
FV,,2117,Pave,Reg,AllPub,Inside,Gtl,6,2000,2000,Gable,Gd,PConc,Gd,756.0,GasA,Ex,Y,SBrkr,769,756,1525,0.0,0.0,2,1,3,1,Gd,5,1,TA,Detchd,2.0,TA,0,0,0,0,,,,177000.0
RL,54.0,7588,Pave,Reg,AllPub,Inside,Gtl,7,1920,1950,Gable,TA,BrkTil,Fa,793.0,GasA,Gd,Y,SBrkr,901,901,1802,0.0,0.0,1,1,4,1,TA,9,1,Gd,Detchd,1.0,Fa,0,0,40,0,,,,200100.0
RL,60.0,9060,Pave,Reg,AllPub,Inside,Gtl,5,1957,2006,Hip,TA,PConc,,0.0,GasA,Ex,Y,SBrkr,1340,0,1340,0.0,0.0,1,0,3,1,TA,7,1,Gd,Attchd,1.0,TA,116,0,0,0,,MnPrv,,120000.0
RM,63.0,11426,Pave,Reg,AllPub,Inside,Gtl,7,2003,2003,Gable,TA,PConc,Gd,1362.0,GasA,Ex,Y,SBrkr,1362,720,2082,0.0,0.0,2,1,3,1,Gd,6,0,,Detchd,2.0,TA,280,238,0,0,,,,200000.0
RL,92.0,7438,Pave,IR1,AllPub,Inside,Gtl,5,1908,1991,Gable,TA,PConc,Fa,504.0,GasA,Gd,Y,SBrkr,936,316,1252,0.0,0.0,1,0,3,1,TA,5,0,,Attchd,2.0,TA,104,0,0,0,,MnPrv,,127000.0
RM,90.0,22950,Pave,IR2,AllPub,Inside,Gtl,10,1892,1993,Gable,Gd,BrkTil,TA,1107.0,GasA,Ex,Y,SBrkr,1518,1518,3608,0.0,0.0,2,1,4,1,Ex,12,2,TA,Detchd,3.0,Ex,0,260,0,0,,GdPrv,,475000.0
RL,,9947,Pave,IR1,AllPub,CulDSac,Gtl,7,1990,1991,Gable,TA,PConc,Gd,1188.0,GasA,Ex,Y,SBrkr,1217,0,1217,1.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,168,27,0,0,,GdPrv,,173000.0
RL,60.0,10410,Pave,Reg,AllPub,Inside,Gtl,5,1916,1987,Gable,TA,CBlock,Fa,660.0,GasA,Ex,Y,SBrkr,808,704,1656,0.0,0.0,2,1,3,1,TA,8,0,,Detchd,1.0,Fa,0,0,0,0,,MnPrv,,135000.0
RL,64.0,7018,Pave,Reg,AllPub,Inside,Gtl,5,1979,1979,Gable,TA,CBlock,Gd,1086.0,GasA,TA,Y,SBrkr,1224,0,1224,2.0,0.0,0,2,2,2,TA,6,2,TA,Detchd,2.0,TA,120,0,0,0,,,,153337.0
RL,41.0,4923,Pave,Reg,AllPub,Inside,Gtl,8,2001,2002,Gable,Gd,PConc,Ex,1593.0,GasA,Ex,Y,SBrkr,1593,0,1593,1.0,0.0,1,1,0,1,Ex,5,1,Gd,Attchd,2.0,TA,0,120,0,0,,,,286000.0
RL,70.0,10570,Pave,Reg,AllPub,Inside,Mod,8,1932,1994,Hip,Gd,CBlock,Gd,853.0,GasA,TA,Y,SBrkr,1549,1178,2727,0.0,0.0,2,1,3,1,Gd,10,2,TA,Detchd,2.0,TA,0,74,0,0,,,,315000.0
RL,,7472,Pave,IR1,AllPub,CulDSac,Gtl,7,1972,2004,Gable,TA,CBlock,TA,725.0,GasA,Gd,Y,SBrkr,725,754,1479,1.0,0.0,1,1,4,1,Gd,7,0,,Attchd,2.0,TA,0,32,0,0,,,,184000.0
RL,68.0,9017,Pave,IR1,AllPub,Inside,Gtl,7,1999,1999,Gable,Gd,PConc,Gd,1431.0,GasA,Ex,Y,SBrkr,1431,0,1431,1.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,0,35,0,0,,,,192000.0
RM,24.0,2522,Pave,Reg,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,0.0,2,0,3,1,Gd,7,0,,Detchd,2.0,TA,0,40,0,0,,,,130000.0
RL,60.0,7180,Pave,IR1,AllPub,Inside,Gtl,5,1972,1972,Hip,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,864,0,864,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,,,127000.0
